trade,price,size,time,tag,name,type,evaluation,browse,file_type,data_format
0,0.003元/次,,,基站,多基站定位,API数据,5,31424,,
0,0.20元/次,,,行政监管,企业严重违法信息,API数据,4,27984,,
0,0.20元/次,,,企业综合,企业负面信息,API数据,4,22416,,
0,0.20元/次,,,企业综合,动产抵押信息,API数据,4,23146,,
0,0.20元/次,,,经营管理,企业年报信息,API数据,4,25235,,
0,0.20元/次,,,行政监管,企业法院裁判信息,API数据,4,23882,,
0,0.20元/次,,,投融资,企业对外投资信息,API数据,4,26773,,
0,0.20元/次,,,反欺诈,失信被执行信息接口,API数据,5,41535,,
0,0.20元/次,,,位置地图,全国花鸟鱼虫市场位置数据,API数据,4,22469,,
0,0.20元/次,,,位置地图,全国家电电子卖场位置数据,API数据,4,27718,,
0,0.20元/次,,,位置地图,全国银行证券机构位置数据,API数据,5,26432,,
0,0.20元/次,,,位置地图,全国酒吧位置数据,API数据,4,28823,,
0,0.20元/次,,,位置地图,全国网吧位置数据,API数据,4,25490,,
0,0.20元/次,,,位置地图,全国农家乐位置数据,API数据,4,22241,,
0,0.20元/次,,,位置地图,全国电影院位置数据,API数据,4,26955,,
0,0.20元/次,,,位置地图,全国健身中心位置数据,API数据,4,29284,,
0,0.20元/次,,,位置地图,全国疗养院位置数据,API数据,4,20732,,
0,0.20元/次,,,位置地图,全国洗衣店位置数据,API数据,4,20579,,
0,0.20元/次,,,位置地图,全国美容美发店位置数据,API数据,4,30246,,
0,0.20元/次,,,位置地图,全国洗浴推拿店位置数据,API数据,4,28386,,
0,0.20元/次,,,位置地图,全国摄影冲印店位置数据,API数据,4,24525,,
0,0.15元/次,,,产业经济,城市排水和污水处理,API数据,5,25675,,
0,0.20元/次,,,位置地图,全国便民商店位置数据,API数据,4,30004,,
0,0.15元/次,,,产业经济,城市市容环境卫生数据,API数据,5,29830,,
0,0.15元/次,,,产业经济,城市园林绿化数据查询,API数据,5,23087,,
0,0.15元/次,,,产业经济,城市人口发展数据查询,API数据,5,30825,,
0,0.15元/次,,,产业经济,城市公共交通数据查询,API数据,5,26509,,
0,0.15元/次,,,产业经济,城市燃气数据查询,API数据,5,31303,,
0,0.15元/次,,,产业经济,城市集中供热数据查询,API数据,5,27103,,
0,0.25元/次,,,产业经济,高速公路人口15KM,API数据,5,24509,,
0,0.25元/次,,,产业经济,铁道沿线人口30KM,API数据,5,22592,,
0,0.25元/次,,,产业经济,高速公路人口30KM,API数据,5,21369,,
0,0.25元/次,,,产业经济,铁道沿线人口60KM,API数据,5,21732,,
0,0.15元/次,,,产业经济,第六次人口普查数据,API数据,5,30106,,
0,0.25元/次,,,产业经济,国道沿线人口30KM,API数据,5,27800,,
0,0.25元/次,,,产业经济,国道沿线人口15KM,API数据,5,21397,,
0,0.25元/次,,,产业经济,城市人口预测数据查询,API数据,5,20571,,
0,0.15元/次,,,环境质量,空气质量数据查询,API数据,5,25909,,
0,0.15元/次,,,产业经济,住宿餐饮与旅游业数据,API数据,5,27611,,
0,0.15元/次,,,产业经济,交通运输与邮电通信,API数据,5,28144,,
0,0.15元/次,,,产业经济,城市供水数据查询,API数据,5,30309,,
0,0.15元/次,,,产业经济,城市自建设施供水,API数据,5,21345,,
0,0.15元/次,,,产业经济,城市公共供水数据查询,API数据,5,23791,,
0,0.15元/次,,,产业经济,城市维护建设资金支出,API数据,5,30349,,
0,0.15元/次,,,产业经济,城市维护建设资金收入,API数据,5,28735,,
0,0.40元/次,,,司法,企业涉诉信息查询索引,API数据,4,22053,,
0,0.40元/次,,,司法,企业涉诉信息详情查询,API数据,4,29682,,
0,0.080元/次,,,知识产权,全球专利检索,API数据,5,22018,,
0,0.024元/次,,,IP地址,IP数据API合集4in1,API数据,5,25384,,
0,0.020元/次,,,IP地址,IP地址类型查询,API数据,5,30480,,
0,0.020元/次,,,IP地址,IP数据API合集2in1,API数据,5,24064,,
0,0.14元/次,,,1分钱,汉王云身份证识别,API数据,5,26042,,
0,0.002元/次,,,快递查询,物流快递单号识别,API数据,5,27159,,
0,0.95元/次,,,舆情监测,新闻正文数据获取1次100条,API数据,4,22727,,
0,0.95元/次,,,舆情监测,论坛正文数据获取1次100条,API数据,4,21341,,
0,0.95元/次,,,舆情监测,论坛舆情数据实时搜索1次100条,API数据,4,28413,,
0,0.95元/次,,,舆情监测,微信舆情数据实时搜索1次100条,API数据,4,30451,,
0,0.95元/次,,,舆情监测,报刊舆情数据实时搜索1次100条,API数据,4,23630,,
0,0.95元/次,,,舆情监测,微信正文数据获取1次100条,API数据,4,29052,,
0,0.95元/次,,,新闻资讯,新闻舆情数据实时搜索1次100条,API数据,5,30568,,
0,0.95元/次,,,舆情监测,报刊正文数据获取1次100条,API数据,4,28869,,
0,0.20元/次,,,位置地图,全国特色商业街位置数据,API数据,4,27091,,
0,0.20元/次,,,位置地图,全国快餐厅位置数据,API数据,4,30058,,
0,0.20元/次,,,位置地图,全国旅馆招待所位置数据,API数据,4,23225,,
0,0.20元/次,,,位置地图,全国五星级宾馆位置数据,API数据,4,21055,,
0,0.20元/次,,,位置地图,全国青年旅社位置数据,API数据,4,24386,,
0,0.20元/次,,,位置地图,全国产业园区位置数据,API数据,4,30010,,
0,0.20元/次,,,位置地图,全国商务大厦写字楼位置数据,API数据,4,25174,,
0,0.20元/次,,,位置地图,全国居民小区位置数据,API数据,5,25434,,
0,0.20元/次,,,位置地图,全国诊所位置数据,API数据,4,27945,,
0,0.20元/次,,,位置地图,全国综合医院位置数据,API数据,5,30988,,
0,0.20元/次,,,位置地图,全国卫生院位置数据,API数据,4,25182,,
0,0.20元/次,,,位置地图,全国职业技术学校位置数据,API数据,4,24066,,
0,0.20元/次,,,位置地图,全国培训机构位置数据,API数据,4,28038,,
0,0.20元/次,,,位置地图,全国成人教育学校位置数据,API数据,4,24924,,
0,0.20元/次,,,位置地图,全国中学位置数据,API数据,4,24850,,
0,0.20元/次,,,位置地图,全国大学位置数据,API数据,4,23946,,
0,0.20元/次,,,位置地图,全国小学位置数据,API数据,4,28380,,
0,0.20元/次,,,位置地图,全国汽车养护服务位置数据,API数据,4,25798,,
0,0.20元/次,,,位置地图,全国保险公司位置数据,API数据,4,23944,,
0,0.20元/次,,,位置地图,全国幼儿园位置数据,API数据,4,23467,,
0,0.15元/次,,,产业经济,城市碳排放数据查询,API数据,5,26162,,
0,0.25元/次,,,产业经济,城市能源指标数据,API数据,5,30634,,
0,0.15元/次,,,产业经济,城市固废管理数据查询,API数据,5,23498,,
0,0.15元/次,,,产业经济,城市固定资产投资数据,API数据,5,28377,,
0,0.15元/次,,,产业经济,城市能源基础数据,API数据,5,22030,,
0,0.15元/次,,,产业经济,建筑业与房地产数据,API数据,5,26993,,
0,0.15元/次,,,产业经济,商业经济与批发零售,API数据,5,22703,,
0,0.15元/次,,,产业经济,人民生活水平数据查询,API数据,5,22037,,
0,0.15元/次,,,产业经济,城市市政公用设施水平,API数据,5,23226,,
0,0.20元/次,,,位置地图,全国工厂位置数据,API数据,4,29052,,
0,0.20元/次,,,位置地图,全国公司企业位置数据,API数据,4,27620,,
0,0.20元/次,,,位置地图,全国餐饮综合门店位置数据,API数据,4,21938,,
0,0.20元/次,,,位置地图,全国家居建材市场位置数据,API数据,4,22202,,
0,1.28元/次,,,银行卡核验,企业银行卡账户验证,API数据,4,23364,,
0,0.030元/次,,,自然灾害,台风数据,API数据,5,22215,,
0,0.20元/次,,,位置地图,全国学校位置数据,API数据,5,22880,,
0,0.20元/次,,,位置地图,全国公共厕所位置数据,API数据,4,28005,,
0,0.001元/次,,,天气查询,天气预报,API数据,5,32811,,
0,0.50元/次,,,企业综合,黑龙江相似企业推荐,API数据,5,29034,,
0,0.15元/次,,,企业工商,黑龙江企业工商信息查询,API数据,5,23861,,
0,0.15元/次,,,企业工商,北京企业工商信息查询,API数据,5,25717,,
0,0.15元/次,,,企业工商,江苏企业工商信息查询,API数据,5,23515,,
0,0.15元/次,,,企业工商,上海企业工商信息查询,API数据,5,27039,,
0,0.15元/次,,,企业综合,浙江企业工商信息查询,API数据,5,24026,,
0,0.020元/次,,,反欺诈,IP地址类型真人度2in1,API数据,4,24097,,
0,8.58元/万次,,,天气查询,墨迹天气信息服务专业版cityid,API数据,5,28198,,
0,0.050元/次,,,企业工商,企业工商信息查询,API数据,5,37052,,
0,0.18元/次,,,风控,专业版法院综合诉讼查询单篇详情,API数据,4,24820,,
0,0.11元/次,,,短信API,云智信134字营销短信Api,API数据,4,20950,,
0,0.044元/次,,,交通违章,全国交通违章查询,API数据,5,57135,,
0,0.005元/次,,,尾号限行,车辆尾号限行查询,API数据,5,27289,,
0,4.00元/万次,,,app应用,简体繁体火星文转换,API数据,5,27727,,
0,7.50元/万次,,,app应用,标准中文电码查询,API数据,5,31259,,
0,7.50元/万次,,,产业经济,白银价格,API数据,5,28129,,
0,3.78元/万次,,,app应用,菜谱大全收费版,API数据,5,27109,,
0,7.50元/万次,,,位置地图,坐标系转换,API数据,5,26242,,
0,0.26元/次,,,知识产权,软件著作权查询,API数据,5,23600,,
0,0.26元/次,,,知识产权,作品著作权查询,API数据,5,22861,,
0,9.50元/万次,,,天气查询,国内天气灾害预警,API数据,5,23425,,
0,0.086元/次,,,智能风控,汉王云行驶证识别,API数据,5,31165,,
0,0.049元/次,,,智能风控,汉王云名片识别,API数据,5,25579,,
0,0.095元/次,,,1分钱,汉王云银行卡识别,API数据,5,31093,,
0,0.064元/次,,,智能风控,汉王云驾驶证识别,API数据,5,25647,,
0,0.015元/次,,,1分钱,汉王云手写行叠写,API数据,5,22680,,
0,0.040元/次,,,智能识别,汉王云手写公式,API数据,5,25765,,
0,0.011元/次,,,航空航班,航班准点率查询,API数据,5,32809,,
0,2.67元/次,,,企业工商,企业工商数据查询,API数据,5,33533,,
0,5.00元/万次,,,1分钱,手机号码归属地查询,API数据,5,26786,,
0,5.00元/万次,,,手机号码归属,手机归属地查询,API数据,5,30227,,
0,0.001元/次,,,天气查询,天气预报,API数据,5,29043,,
0,0.080元/次,,,反欺诈,专业版法院失信及被执行人信息检索,API数据,5,29461,,
0,0.040元/次,,,交通违章,全国违章查询,API数据,5,32570,,
0,0.15元/次,,,新闻资讯,微博舆情数据实时搜索1次100条,API数据,5,22759,,
0,0.20元/次,,,位置地图,全国汽车配件销售位置数据,API数据,4,23197,,
0,0.20元/次,,,位置地图,全国洗车场位置数据,API数据,4,25173,,
0,0.20元/次,,,位置地图,全国二手车市场位置数据,API数据,4,20900,,
0,0.20元/次,,,位置地图,全国汽车销售位置数据,API数据,4,22483,,
0,0.20元/次,,,位置地图,全国汽车维修位置数据,API数据,4,22895,,
0,0.20元/次,,,位置地图,全国咖啡厅位置数据,API数据,4,24026,,
0,0.15元/次,,,产业经济,工业企业与生产数据,API数据,5,20752,,
0,0.15元/次,,,产业经济,农村与农业生产数据,API数据,5,29799,,
0,0.15元/次,,,产业经济,城市水资源数据查询,API数据,5,25822,,
0,0.15元/次,,,产业经济,城市道路和桥梁数据,API数据,5,29363,,
0,0.15元/次,,,产业经济,城市节约用水数据查询,API数据,5,21923,,
0,0.15元/次,,,产业经济,城市教育水平数据查询,API数据,5,26860,,
0,30.00元/次,,,电子商务,电商店铺销售数据查询,API数据,5,27806,,
0,5.00元/万次,,,IP地址,iP地址查询,API数据,5,28292,,
0,0.030元/次,,,智能识别,车牌识别API,API数据,5,28356,,
0,0.80元/次,,,知识产权,专利全文PDF下载,API数据,5,22493,,
0,8.00元/次,,,知识产权,企业画像,API数据,5,22851,,
0,0.070元/次,,,智能风控,营业执照识别,API数据,4,29788,,
0,0.024元/次,,,智能识别,车牌识别,API数据,4,23148,,
0,0.080元/次,,,智能风控,发票识别,API数据,4,27828,,
0,0.035元/次,,,智能风控,名片识别,API数据,4,22381,,
0,7.50元/万次,,,区号查询,区号查询,API数据,5,27765,,
0,7.50元/万次,,,新闻资讯,电视节目预告,API数据,4,24009,,
0,0.024元/次,,,智能风控,银行卡识别,API数据,4,21781,,
0,4.00元/万次,,,行驶驾驶,驾考题库收费版,API数据,4,24829,,
0,0.042元/次,,,智能风控,驾驶证识别,API数据,4,25436,,
0,0.010元/次,,,环境质量,空气质量指数,API数据,5,23230,,
0,0.005元/次,,,星座运势,八字排盘,API数据,4,22571,,
0,7.50元/万次,,,万年历,黄历查询,API数据,5,31858,,
0,0.048元/次,,,反欺诈,失信被执行人黑名单,API数据,5,31669,,
0,4.00元/万次,,,位置地图,全国省市县行政区划,API数据,4,23818,,
0,7.50元/万次,,,产业经济,黄金价格,API数据,5,31075,,
0,0.010元/次,,,公路铁路,火车查询接口,API数据,5,25720,,
0,0.024元/次,,,智能风控,身份证识别,API数据,5,26425,,
0,7.50元/万次,,,身份核验,身份证号码查询,API数据,5,32320,,
0,0.080元/次,,,反欺诈,专业版法院失信及被执行人信息详情,API数据,5,29212,,
0,0.080元/次,,,公告文书,专业版法院公告文书类查询检索,API数据,5,21951,,
0,0.18元/次,,,税务信息,欠税违法税务负面信息专业版,API数据,5,29370,,
0,0.018元/次,,,舆情监测,历史上的今天,API数据,4,27930,,
0,0.018元/次,,,银行卡信息,银行卡识别,API数据,5,24672,,
0,0.35元/次,,,银行卡核验,银行卡四要素实名验证,API数据,5,29824,,
0,0.090元/次,,,身份核验,身份证实名认证,API数据,5,26423,,
0,0.013元/次,,,手机号码归属,手机号属地查询,API数据,5,27823,,
0,0.070元/次,,,智能风控,身份证识别,API数据,5,33663,,
0,0.35元/次,,,手机号验证,手机号三要素实名认证,API数据,5,32767,,
0,0.080元/次,,,智能风控,证件识别,API数据,5,27306,,
0,0.030元/次,,,智能识别,文档识别,API数据,4,28545,,
0,0.30元/次,,,智能识别,VIN码识别,API数据,4,27004,,
0,0.035元/次,,,智能识别,车牌识别,API数据,5,32521,,
0,0.20元/次,,,知识产权,专利基础检索,API数据,4,20895,,
0,0.026元/次,,,智能支付,身份证识别OCR,API数据,4,30051,,
0,0.008元/次,,,车辆信息,高级二手车估值接口,API数据,5,26456,,
0,0.20元/次,,,位置地图,全国加油站位置数据,API数据,4,24069,,
0,0.13元/次,,,交通违章,车辆违章查询,API数据,4,26452,,
0,0.80元/次,,,车辆信息,VIN码车型识别,API数据,5,27472,,
0,0.38元/次,,,银行卡核验,银行卡二要素验证,API数据,5,26663,,
0,0.15元/次,,,经营管理,企业工商经营异常信息查询,API数据,4,23616,,
0,0.008元/次,,,车辆信息,二手车精准定价接口,API数据,5,31910,,
0,0.15元/次,,,企业工商,企业工商详情查询,API数据,5,30519,,
0,0.015元/次,,,app应用,条码查询,API数据,5,23681,,
0,3.33元/万次,,,手机号码归属,手机号码归属地,API数据,5,27403,,
0,0.005元/次,,,银行卡信息,银行卡归属地,API数据,5,22577,,
0,2.00元/万次,,,IP地址,IP地址查询企业版,API数据,5,30823,,
0,0.20元/次,,,位置地图,全国火车站位置数据,API数据,4,23635,,
0,0.20元/次,,,位置地图,全国4A级景点数据按城市查询,API数据,4,24105,,
0,0.20元/次,,,位置地图,全国飞机场位置数据,API数据,4,27735,,
0,0.20元/次,,,位置地图,全国5A级旅游景点位置数据,API数据,4,23537,,
0,0.20元/次,,,位置地图,全国汽车充电站位置数据,API数据,4,26431,,
0,0.20元/次,,,司法,开庭公告信息,API数据,4,23279,,
0,0.20元/次,,,企业工商,工商三要素,API数据,4,28110,,
0,0.20元/次,,,企业综合,法院裁判文书,API数据,4,24176,,
0,0.20元/次,,,司法,企业法院公告信息,API数据,4,29907,,
0,0.20元/次,,,知识产权,企业软件著作权,API数据,4,21988,,
0,0.20元/次,,,资质备案,企业ICP网站备案,API数据,4,25676,,
0,0.20元/次,,,招投标,股权质押,API数据,4,25010,,
0,0.20元/次,,,知识产权,企业商标,API数据,4,30360,,
0,0.20元/次,,,企业综合,抽查检查,API数据,4,22555,,
0,1.90元/次,,,企业综合,反洗钱,API数据,4,30027,,
0,0.20元/次,,,行政监管,被执行人信息,API数据,4,30576,,
0,0.016元/次,,,电子商务,淘宝商品评价详情查询V1,API数据,5,28285,,
0,0.016元/次,,,商品信息,淘宝商品评价详情查询V2,API数据,4,23989,,
0,0.20元/次,,,知识产权,企业专利信息,API数据,4,25881,,
0,0.016元/次,,,商品信息,淘宝淘口令解析查询,API数据,5,26295,,
0,0.012元/次,,,电子商务,淘宝店铺评价详情查询,API数据,4,28571,,
0,0.009元/次,,,电子商务,淘宝卖家店铺评分DSR信息查询,API数据,4,29349,,
0,0.20元/次,,,位置地图,全国地铁站位置数据,API数据,4,27585,,
0,0.040元/次,,,短信API,短信验证码,API数据,5,33893,,
0,0.20元/次,,,位置地图,全国港口码头位置数据,API数据,4,25205,,
0,0.20元/次,,,位置地图,全国旅游景点位置数据,API数据,5,31066,,
0,0.20元/次,,,位置地图,全国加气站位置数据,API数据,4,22061,,
0,0.20元/次,,,位置地图,全国银行位置数据,API数据,4,26655,,
0,0.20元/次,,,位置地图,全国四星级宾馆位置数据,API数据,4,28755,,
0,0.20元/次,,,位置地图,全国经济型连锁酒店位置数据,API数据,4,30293,,
0,0.20元/次,,,位置地图,全国三星级宾馆位置数据,API数据,4,25337,,
0,0.20元/次,,,位置地图,全国商场位置数据,API数据,4,24452,,
0,0.20元/次,,,位置地图,全国一般宾馆酒店位置数据,API数据,4,25255,,
0,0.080元/次,,,交通违章,交通处罚决定书违章详情查询,API数据,5,26120,,
0,0.20元/次,,,位置地图,全国停车场位置数据,API数据,4,25574,,
0,0.20元/次,,,位置地图,全国KTV位置数据,API数据,4,26422,,
0,0.048元/次,,,智能风控,OCR驾驶证识别,API数据,4,26156,,
0,0.003元/次,,,智能客服,文本摘要提取,API数据,4,30857,,
0,0.016元/次,,,电子商务,淘宝卖家店铺基本信息查询V3,API数据,4,28795,,
0,0.016元/次,,,商品信息,淘宝卖家店铺基本信息查询V2,API数据,5,27041,,
0,0.012元/次,,,电子商务,淘宝问大家问答详情评论查询,API数据,4,27836,,
0,0.016元/次,,,电子商务,淘宝商品详细信息查询V1,API数据,5,25598,,
0,0.009元/次,,,电子商务,淘宝卖家店铺基本信息查询V1,API数据,5,28955,,
0,0.009元/次,,,电子商务,淘宝店铺前台展示类目,API数据,4,25043,,
0,0.090元/次,,,黑名单,失信被执行人信息查询,API数据,5,21965,,
0,0.012元/次,,,电子商务,淘宝标准商品类目查询,API数据,5,21468,,
0,0.18元/次,,,企业工商,企业经营异常信息查询,API数据,4,21459,,
0,0.14元/次,,,公告文书,企业裁判文书信息查询,API数据,4,23529,,
0,0.090元/次,,,企业工商,企业工商三要素核验,API数据,4,29346,,
0,0.27元/次,,,司法,企业严重违法信息,API数据,4,27474,,
0,0.14元/次,,,招投标,企业招投标信息查询,API数据,4,29446,,
0,0.090元/次,,,投融资,企业对外投资信息查询,API数据,4,23495,,
0,0.016元/次,,,电子商务,淘宝整店商品列表查询V1,API数据,5,28585,,
0,0.27元/次,,,企业综合,企业年报信息查询,API数据,4,21896,,
0,0.016元/次,,,电子商务,淘宝整店商品列表查询V2,API数据,5,26262,,
0,7.00元/次,,,车辆信息,车辆维修保养记录,API数据,5,25827,,
0,0.016元/次,,,电子商务,淘宝淘口令生成创建,API数据,5,24623,,
0,0.14元/次,,,行政监管,行政处罚综合查询,API数据,4,27433,,
0,0.25元/次,,,车辆信息,车辆VIN码查询,API数据,4,27584,,
0,0.068元/次,,,智能识别,人脸比对,API数据,4,28437,,
0,0.006元/次,,,风控,空号or沉默号检测,API数据,4,23284,,
0,0.40元/次,,,企业综合,海关企业信息及信用等级查询,API数据,4,27633,,
0,0.30元/次,,,风控,手机在网时长C版,API数据,4,21042,,
0,0.30元/次,,,风控,手机在网状态C版,API数据,4,30125,,
0,4.00元/万次,,,智能识别,拼音转换,API数据,4,29058,,
0,0.030元/次,,,1分钱,OCR身份证识别,API数据,5,22482,,
0,9.50元/万次,,,智能客服,中文智能分词,API数据,4,31368,,
0,0.006元/次,,,银行卡信息,银行卡信息查询,API数据,5,29968,,
0,0.028元/次,,,智能识别,OCR汽车车型识别,API数据,4,30262,,
0,0.100元/次,,,身份核验,身份证实名认证,API数据,5,30685,,
0,0.046元/次,,,智能风控,OCR营业执照识别,API数据,4,29410,,
0,0.008元/次,,,银行卡信息,查询银行卡类型及归属信息,API数据,5,29777,,
0,0.091元/次,,,企业综合,全国政务办事指南事项查询,API数据,4,22326,,
0,0.012元/次,,,商品信息,ISBN数据查询,API数据,5,23087,,
0,0.055元/次,,,短信API,106营销短信,API数据,4,21776,,
0,0.034元/次,,,短信API,106通知短信,API数据,5,28635,,
0,0.043元/次,,,短信API,短信营销,API数据,4,27588,,
0,0.035元/次,,,短信API,验证码短信,API数据,4,27618,,
0,0.034元/次,,,短信API,106验证码短信,API数据,4,23980,,
0,0.29元/次,,,企业综合,通过地址查询企业基本信息,API数据,4,26520,,
0,0.20元/次,,,企业工商,企业工商信息查询,API数据,5,25811,,
0,0.15元/次,,,航空航班,航班动态数据,API数据,5,22930,,
0,8.00元/万次,,,天气查询,天气预报,API数据,5,43340,,
0,0.016元/次,,,电子商务,通过关键词查询搜索淘宝商品V1,API数据,5,22805,,
0,0.47元/次,,,短信API,美国国际短信,API数据,5,30218,,
0,0.35元/次,,,身份核验,银行卡三要素实名认证,API数据,5,21597,,
0,0.010元/次,,,app应用,条码查询,API数据,5,26199,,
0,0.11元/次,,,黑名单,失信被执行人,API数据,5,30512,,
0,0.100元/次,,,银行卡核验,身份证二要素实名认证核验,API数据,5,22537,,
0,0.27元/次,,,手机号验证,手机号三要素实名认证,API数据,5,28793,,
0,0.34元/次,,,银行卡核验,银行卡三要素认证,API数据,5,23734,,
0,0.016元/次,,,电子商务,淘宝商品信息查询AuctionTag,API数据,5,31203,,
0,0.005元/次,,,快递查询,快递查询,API数据,5,38272,,
0,0.34元/次,,,银行卡核验,银行卡四元素认证,API数据,5,25615,,
0,0.30元/次,,,手机号码状态,手机在网状态,API数据,5,24967,,
0,0.030元/次,,,行驶驾驶,驾驶证扣分查询,API数据,5,23245,,
0,0.25元/次,,,银行卡核验,银行卡三元素检测,API数据,5,24130,,
0,0.20元/次,,,身份核验,身份证实名认证,API数据,5,34770,,
0,0.20元/次,,,企业工商,企业经营异常信息查询,API数据,5,23606,,
0,0.14元/次,,,车辆信息,驾驶员累计扣分查询,API数据,4,27131,,
0,0.002元/次,,,快递查询,拇指快递查询,API数据,5,25141,,
0,0.050元/次,,,风控,银行卡归属地查询,API数据,4,22249,,
0,0.002元/次,,,天气查询,中国和世界天气高级版,API数据,5,23942,,
0,0.12元/次,,,企业工商,查询企业基本信息,API数据,4,28214,,
0,0.090元/次,,,银行卡核验,身份证二要素验证,API数据,5,25474,,
0,0.008元/次,,,快递查询,全球快递物流查询国际版外语版,API数据,4,21360,,
0,0.043元/次,,,智能识别,身份证正反面自动识别,API数据,4,27137,,
0,0.36元/次,,,银行卡核验,银行卡四要素验证B版,API数据,4,28456,,
0,0.36元/次,,,银行卡核验,银行卡三要素验证B版,API数据,4,25379,,
0,0.17元/次,,,短信API,云智信201字长短信Api,API数据,4,21969,,
0,0.36元/次,,,电子商务,长尾词搜索,API数据,4,22156,,
